overlay_group_id,overlay_priority,basis_name,basis_file,basis_path,floor_hint,drawing_name,drawing_path,relative_drawing_path,facility_count,insert_x,insert_y,xscale,yscale,rotation,is_identity_insert,review_note
100-01._50625.0215478_-69550.7374531_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,50625.0215478,-69550.7374531,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._134725.021548_-69550.7374531_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,134725.021548,-69550.7374531,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._218825.021548_-69550.7374531_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,1F,A-142a~142e 지상1층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-142a~142e 지상1층 확대평면도.dxf",0,218825.021548,-69550.7374531,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_-75105.3322875_-98515.0169476_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,-75105.3322875,-98515.0169476,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_-31721.6747392_-98515.0169476_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,-31721.6747392,-98515.0169476,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_97874.0351986_-62068.1015026_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,97874.0351986,-62068.1015026,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_141257.692747_-62068.1015026_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,141257.692747,-62068.1015026,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2f-plan_223112.053352_-20474.4395832_1_1_0,Z_REFERENCE_ONLY,X-2F-PLAN,X-2F-PLAN.dwg,..\..\XREF\X-ARCH\X-2F-PLAN.dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,223112.053352,-20474.4395832,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_-558.023819779_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,-117574.978452,-558.023819779,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-31085.2947092_-558.023819779_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,-31085.2947092,-558.023819779,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._55404.3890339_-558.023819779_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,55404.3890339,-558.023819779,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._141894.072777_-558.023819779_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,141894.072777,-558.023819779,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._228383.75652_-558.023819779_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-143a~143e 지상2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-143a~143e 지상2층 확대평면도.dxf",0,228383.75652,-558.023819779,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_-75105.3322875_-27084.3887051_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\XREF\X-ARCH\X-2MF-PLAN.dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,-75105.3322875,-27084.3887051,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_-31721.6747392_-27084.3887051_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\XREF\X-ARCH\X-2MF-PLAN.dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,-31721.6747392,-27084.3887051,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_97874.0351986_9362.52673989_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\XREF\X-ARCH\X-2MF-PLAN.dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,97874.0351986,9362.52673989,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_141257.692747_9362.52673989_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\XREF\X-ARCH\X-2MF-PLAN.dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,141257.692747,9362.52673989,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-2mf-plan_223034.029937_50956.1886593_1_1_0,Z_REFERENCE_ONLY,X-2MF-PLAN,X-2MF-PLAN.dwg,..\..\XREF\X-ARCH\X-2MF-PLAN.dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,223034.029937,50956.1886593,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_70872.6044227_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,-117574.978452,70872.6044227,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-31085.2947092_70872.6044227_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,-31085.2947092,70872.6044227,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._55404.3890339_70872.6044227_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,55404.3890339,70872.6044227,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._141894.072777_70872.6044227_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,141894.072777,70872.6044227,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._228383.75652_70872.6044227_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,2F,A-144a~144e 지상중2층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-144a~144e 지상중2층 확대평면도.dxf",0,228383.75652,70872.6044227,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-3f-plan_-75105.3322875_39008.7860305_1_1_0,Z_REFERENCE_ONLY,X-3F-PLAN,X-3F-PLAN.dwg,..\..\XREF\X-ARCH\X-3F-PLAN.dwg,3F,A-145a~145b 지상3층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf",0,-75105.3322875,39008.7860305,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-3f-plan_-31721.6747392_39008.7860305_1_1_0,Z_REFERENCE_ONLY,X-3F-PLAN,X-3F-PLAN.dwg,..\..\XREF\X-ARCH\X-3F-PLAN.dwg,3F,A-145a~145b 지상3층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf",0,-31721.6747392,39008.7860305,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_136965.779158_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,3F,A-145a~145b 지상3층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf",0,-117574.978452,136965.779158,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-31085.2947092_136965.779158_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,3F,A-145a~145b 지상3층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-145a~145b 지상3층 확대평면도.dxf",0,-31085.2947092,136965.779158,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-4f-plan_-75105.3322875_108001.499021_1_1_0,Z_REFERENCE_ONLY,X-4F-PLAN,X-4F-PLAN.dwg,..\..\XREF\X-ARCH\X-4F-PLAN.dwg,4F,A-146a~146b 지상4층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf",0,-75105.3322875,108001.499021,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
x-4f-plan_-31721.6747392_108001.499021_1_1_0,Z_REFERENCE_ONLY,X-4F-PLAN,X-4F-PLAN.dwg,..\..\XREF\X-ARCH\X-4F-PLAN.dwg,4F,A-146a~146b 지상4층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf",0,-31721.6747392,108001.499021,1,1,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
100-01._-117574.978452_206516.516611_100_100_0,Z_REFERENCE_ONLY,100-01. 평면도(확대 평면도),100-01. 평면도(확대 평면도).dwg,..\..\xREF\X-NOTE 건축\100-01. 평면도(확대 평면도).dwg,4F,A-146a~146b 지상4층 확대평면도.dxf,"data\converted\dxf\04_설계도서\01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf","01_건축_구조\01 건축,구조(○)\01 도면(○)\01 CAD(○)\01) 건축\A-100 기본도관련\A-146a~146b 지상4층 확대평면도.dxf",0,-117574.978452,206516.516611,100,100,0,False,Apply inverse insert/scale/rotation before comparing with basis coordinates.
